"Part dimension x","Part dimension y","Part dimension z","New material name (output)","Type (input)","Type","Ultimate tensile strength(Mpa)","Elongation(%)","Max dimentions X (mm)","Max dimentions Y (mm)","Max dimentions Z (mm)","Key features (input)","Application"
"77.47494700579128","76.85092796357414","48.44503925989309","EOS 316L","Stainless Steel","Metal","590.0","47.0","400.0","400.0","400.0","corrosion resistance, toughness, ductility, high resistance to acids","aerospace, automotive, energy, jewelry, medical, ship building and many more."
"33.7741826619256","137.93956035516564","46.77723281975537","EOS In718","Nickel Alloy","Metal","1020.0","29.0","400.0","400.0","400.0","good tensile, fatigue, creep strength, rupture strength, high temperature performance","gas turbine parts, instrumentation parts, power and process industry parts"
"31.252300157839997","169.02818171445531","151.57847167567058","Ti6Al4V ELI (Grade 23)","Titanium Alloy","Metal","1280.0","8.0","500.0","280.0","850.0","high purity version of Ti6Al4V (Grade 5), the most widely used titanium-based alloy in the
world. Ti6Al4V ELI (Grade 23) stands out because of its thermal expansion coeffi cient, biocompatibility, high strength at
low density and excellent corrosion resistance. Good corrosion resistance
 High specifi c strength
 High cycle fatigue strength
 High toughness","Orthopedic implants
 Aerospace
 Automotive
 Energy applications"
"141.60206377379282","124.37754572950388","163.83234421997082","EOS Ti64 Grade 5","Titanium Alloy","Metal","1080.0","14.0","250.0","250.0","270.0","excellent mechanical properties, corrosion resistance, low specific weight, biocompatibility. ",""
"46.513365205392354","178.75952213146485","0.17129371078281608","EOS AlSi10Mg","Aluminum Alloy","Metal","460.0","5.0","400.0","400.0","400.0","good strength, hardness, good dynamic properties, good thermal properties, low weight",""
"15.030128351695549","187.91960380298747","182.84545586779694","PC-ABS","PC Thermoplastic polymer","Plastic","41.0","6.0","914.0","610.0","914.0","strength, heat resistance, flexibility, high impact strength, thermal
resistance","demanding engineering environments, snap-fits, end-use components, jigs and fixtures, concept modeling, and
testing for form, fit and function."
"83.36378395116346","157.24434261363578","63.00729813708414","PA 2241 FR","PA Thermoplastic polymer","Plastic","49.0","15.0","700.0","380.0","580.0","flame retardant, very cost-efficient, elastic, good tensile strength",""
"49.97294488997384","127.53544829860486","61.67926977237666","Xtreme","Resin","Plastic","38.0","14.0","500.0","500.0","568.0","high impact strength, high elongation at break, excellent surface quality","is ideal for tough enclosures, snap-fit assemblies and replacing CNC machined parts. Owing to its surface quality, this material is also suitable for finished models with a high level of detail."
"141.73416376328046","155.27351325375784","71.22481327439249","EOS CopperAlloy CuCrZr","Copper Alloy","Metal","300.0","30.0","400.0","400.0","400.0","good electrical conductivity, good thermal conductivity, good mechanical properties",""
"76.90252599974565","92.88228346446638","14.897317819268618","EOS AlF357","Aluminum Alloy","Metal","330.0","11.0","400.0","400.0","400.0","low weight, corrosion resistance, high dynamic load bearing capacity",""
"101.59872092103303","1.4005042300033743","101.30638031809794","FR-106","Polyamide","Plastic","46.0","38.0","340.0","340.0","600.0","white, flame-retardant, high ductility, excellent strength",""
"96.12816361051819","79.17998582518861","164.35394330298493","Taurus","Resin","Plastic","46.0","17.0","500.0","500.0","568.0","black material, strong mechanical properties,  high elongation at break, thermal resistance, high surface detailing and precision","ideal choice for the aerospace and automotive industries. Suitable applications include functional prototypes and form-, fit- and function-testing. For an SLA material, Taurus is remarkable for its thermoplastic-like appearance and performance. If you need the look and feel of an injection-molded part with fast lead times, Taurus is what you’re looking for."
"100.66920742675305","127.79468970997752","109.43583764286369","AlSi10Mg","Aluminum Alloy","Metal","250.0","1.0","500.0","280.0","315.0","good strength, thermal properties, low weight, flexible post-processing possibilities"," often used material in automotive, aerospace and automation. Applications include housings, ductwork, engine parts, production tools and molds, both for prototyping and manufacturing purposes."
"79.73735809342615","18.411375960856713","19.899080432635998","Windform LX 3,0","PA Thermoplastic polymer reinforced","Hybrid","60.42","2.42","700.0","380.0","580.0","Windform® LX 3.0 has improved the already excellent performance of Windform® LX 2.0. These improvements can be noticed from a sinterability standpoint. Windform® LX 3.0 maintains the Windform® LX 2.0’s technical and thermal properties; it is also not electrically conductive. Windform® LX 3.0 is a composite polyamide based material which is reinforced with a new generation glass fiber system. It is a naturally black material and is characterized by good Tensile Strength and stiffness. Windform® LX 3.0 is also characterized by high level of temperature resistance (HDT, 1.82 Mpa is 175,9°C / 348.62 °F). Windform® LX 3.0 has an excellent surface finish in its sintered state; it is perfect for components with fine details. Windform® LX 3.0 is highly recommended for applications that require a strong visual impact and for aesthetical parts. Windform® LX 3.0’s impact resistance properties at room and low temperature are similar. Windform® LX 3.0 is an entry-level material and is perfect for creating functional prototypes or finished parts that require reliability, resistance and aesthetical properties","Windform® LX 3.0 is perfect for complex parts, as well as assembly testing. It is a suitable material to create fully functional applications which do not require high resistance to mechanical stress. There are several fields of application: covers, latching systems, air intake systems, connectors, driver cockpit components. Cooling/ducted fans, UAV structural components, design parts. It is the material of choice for electrically insulated prototypes (CTI Rating of 600). Windform® LX 3.0 is perfect for creating battery boxes, containers of electrical and electronic components. The versatility of the product combined with the technology used, allows for near endless possibilities"
"92.78886295396245","38.468537208715816","98.88062600560474","ABSi","ABS Thermoplastic polymer","Plastic","37.0","4.4","914.0","610.0","914.0","high impact strength, stiffer, durable, translucent.","light transmission , flow monitoring"
"65.62173524607596","121.7491813660553","126.90794973934428","EOS Copper Cu","Copper Alloy","Metal","190.0","20.0","250.0","250.0","270.0","good electrical conductivity, good thermal conductivity",""
"55.85538211365857","120.2107089646839","171.90717019570104","EOS NickelAlloy HX","Nickel Alloy","Metal","750.0","33.0","400.0","400.0","400.0","high strength, oxidation resistance at elevated temperatures","aerspace, gas turbines, burners"
"143.7771691511186","19.353580750843456","186.8680594756951","ProtoGen White","Resin","Plastic","43.0","16.0","2000.0","700.0","788.0","resilient material, good surface quality, thermal properties"," is suitable for general purpose applications with ABS-like specifications. A resilient material with good surface quality and thermal properties, ProtoGen White is ideal for markets that demand accurate RTV (room temperature vulcanized) patterns, highly detailed parts and durable concept models. Applications include impellers, ductwork and connectors, automotive housings, dashboard assemblies and high-end finished models.

 
"
"17.104635850143325","134.3769753304154","30.79290013731224","ABS-M30i","ABS Thermoplastic polymer","Plastic","36.0","4.0","914.0","610.0","914.0","high strength, durability, fine feature detail, biocompatible, ISO 10993","realistic functional test, end-use components, jigs, fixtures, concept modeling, testing for form fit and function."
"85.11296285761279","104.13862155444968","59.25846770885323","AlSi7Mg0.6","Aluminum Alloy","Metal","375.0","8.0","500.0","280.0","850.0","is suitable in applications requiring high corrosion resistance and good tolerance against strain. SLM®
processed components exhibit a homogeneous, nearly non-porous texture with mechanical characteristics in the
material specifi cation range Good electrical conductivity
 Good corrosion resistance
 Good tolerance against strain
 Excellent thermal conductivity","Aerospace
 Automotive
 Research & Prototyping"
"16.465639462334035","166.61358589586916","188.8296332808415","Windform XT 2,0","PA Thermoplastic polymer reinforced","Plastic","83.84","3.8","700.0","380.0","580.0","Windform® XT 2.0 is a ground breaking carbon fiber reinforced composite 3D printing material known for its mechanical properties. It is particularly suitable in demanding applications such as motorsports, aerospace, and UAV sectors. Windform® XT 2.0 is an innovative material which replaces the previous formula of Windform® XT in the Windform® family of materials. Windform® XT 2.0 features improvements in mechanical properties including +8% increase in tensile strength, +22% in tensile modulus, and a +46% increase in elongation at break. The material allows for the creation of accurate, reliable, and durable prototypes and is perfect for functional applications.","Windform® XT 2.0 is the material of choice for those working in the Motorsports (end plates and fences for F1 and IndyCar, alternator covers), Automotive (functioning cooling ducts, mirrors, headlight covers), Aerospace (UAV structures, small satellites, and spacecraft components), and Design fields. The material allows for fully functional applications, as well as test fitting or “proof of concept” pieces for testing on and off the racetrack. These applications indicated are just an example. The versatility of the product combined with the technology used allows for endless possibilities. "
"161.25711081219828","19.13380355826606","117.21293565493048","EOS 316L Vpro","Stainless Steel","Metal","530.0","13.5","250.0","250.0","270.0","corrosion resistance, toughness, ductility, high resistance to acids, high productivity","automotive"
"95.96082685609657","24.186697061823793","88.99599538538678","Vero","Resin","Plastic","50.0","10.0","490.0","390.0","200.0","rigid, opaque, high level of surface detail, multiple colors, general-purpose resins, ability to withstand bending",""
"197.44683156395726","102.71451299460705","180.3711206598694","VeroClear","Resin","Plastic","50.0","10.0","490.0","390.0","200.0","transparent, rigid material, exceptional surface detail, high dimensional stability, smooth surface quality, fine-detailed model building, clear parts","ideal for parts which require visibility of liquid flows. To create an endless variety of translucent shades or patterns"
"170.9473005826277","87.81317746227049","157.2854569890831","ABS","ABS Thermoplastic polymer","Plastic","22.0","6.0","600.0","500.0","600.0","high durability, fine feature detail, strength, opaque, color","snap-fits, end-use components, jigs, fixtures, concept modeling,
testing for form fit and function"
"38.064511409036726","37.21480924537162","20.312953722753925","Tusk SolidGrey3000","Resin","Plastic","60.0","4.6","2000.0","700.0","788.0","high degree of stiffness, high impact resistance, highly functional, ","Ideal applications include automotive body parts, machine covers, functional prototypes, durable concept models and robust scale models."
"50.36931630958854","3.1707392537154266","74.54791506189633","EOS In625","Nickel Alloy","Metal","920.0","40.0","250.0","250.0","270.0","high tensile, creep strength, rupture strength, heat resistant, corrosion resistant","racing applications, gas turbines in aerospace and energy as well as ship building industries"
"91.95406765430467","190.67159518886328","34.340652816894","Windform P1","PA Thermoplastic polymer","Hybrid","48.72","9.8","700.0","380.0","580.0","PA with superior mechanical properties; • Isotropic material (X, Y, Z axis); • High flexibility; • Engineered for a faster production of small end-use parts with higher volumes at lower cost, Insulated material (CTI rating of 600); • Detailed surface resolution; • Full density; • High recyclability","The material is suitable for small 3D printed production components for the following industries: • Electrical: connectors, enclosures, housing for electronics • Consumer and household goods: packaging and design • Industrial products: interior fittings, furniture parts, mock-up • Medical: orthesis, soles • Automotive: interior design, ventilation flaps, steering wheel paddle shifters"
"171.00198621273688","74.96386920123197","63.04645744021731","PA 2241 FR","PA Thermoplastic polymer","Plastic","49.0","15.0","700.0","380.0","580.0","flame retardant, very cost-efficient, elastic, good tensile strength",""
"85.459998048926","98.82966863771121","0.17327981445973695","In939","Nickel Alloy","Metal","1245.0","13.0","500.0","280.0","850.0"," High strength
 Good ductility
 Excellent high temperature
 mechanical properties
 Excellent corrosion resistance  highly heat- and corrosion resistant nickel based alloy. It can be used at temperatures up to 700 °C, making
it ideally suited for aerospace technologies and turbine production. Nickel-based alloys exhibit good mechanical
characteristic values such as high tensile- and good endurance strength."," Aerospace
 Turbine components
 Toolmaking"
"62.606448207716745","88.5150195432812","198.88450832950687","Ti6Al4V","Titanium Alloy","Metal","900.0","10.0","245.0","245.0","270.0","excellent mechanical properties, very low specific weight, corrosion resistant, demanding engineering environments","Applications include functional prototypes, solid end-use parts, medical devices and spare parts"
"47.79726550958341","120.7432763678975","67.38557162532982","Ti6Al4V ELI (Grade 23)","Titanium Alloy","Metal","1280.0","8.0","500.0","280.0","850.0","high purity version of Ti6Al4V (Grade 5), the most widely used titanium-based alloy in the
world. Ti6Al4V ELI (Grade 23) stands out because of its thermal expansion coeffi cient, biocompatibility, high strength at
low density and excellent corrosion resistance. Good corrosion resistance
 High specifi c strength
 High cycle fatigue strength
 High toughness","Orthopedic implants
 Aerospace
 Automotive
 Energy applications"
"156.66769425287143","61.54344285000892","41.95659061187149","EOS 316L Vpro","Stainless Steel","Metal","530.0","13.5","250.0","250.0","270.0","corrosion resistance, toughness, ductility, high resistance to acids, high productivity","automotive"
"28.916662528024915","129.92087894623975","40.73056248884106","Inconel 718","Nickel Alloy","Metal","940.0","8.0","250.0","250.0","280.0","exceptional thermal resistance, high resistance to oxidation and corrosion, excellent strength,high yield, high tensile, high creep-rupture properties, retains strength over a wide temperature range","extreme environments, whether in high-temperature applications like turbines and engine parts or low-temperature applications like cryogenic environments. Inconel is ideal for the aerospace and automotive industries, with common applications including ductwork, valves and heat exchangers."
"71.37154322593058","114.30698970527529","136.78167685785905","Taurus","Resin","Plastic","46.0","17.0","500.0","500.0","568.0","black material, strong mechanical properties,  high elongation at break, thermal resistance, high surface detailing and precision","ideal choice for the aerospace and automotive industries. Suitable applications include functional prototypes and form-, fit- and function-testing. For an SLA material, Taurus is remarkable for its thermoplastic-like appearance and performance. If you need the look and feel of an injection-molded part with fast lead times, Taurus is what you’re looking for."
"103.72524732006238","0.2764673272762863","4.531245311719068","EOS Ti64 ELI","Titanium Alloy","Metal","1055.0","13.0","400.0","400.0","400.0","excellent mechanical properties, corrosion resistance, low specific weight, biocompatibility. ",""
"36.73907942676677","24.80453811777825","137.86140858191487","In625","Nickel Alloy","Metal","1020.0","31.0","500.0","280.0","850.0"," precipitation-hardenable nickel-chromium alloy containing signifi cant amounts of iron, niobium, and
molybdenum. It combines high corrosion resistance and strength with outstanding weldability and resistance to
postweld cracking. This alloy has excellent creep-rupture strength at temperatures to 700 °C. High strength
 Good ductility
 Excellent creep-rupture strength
 below 700 °C
 Excellent corrosion resistance","Aircraft engine components ,Energy applications ,Turbine parts"
"70.29745716770589","32.00669145135957","38.43006461740761","AlSi10Mg","Aluminum Alloy","Metal","250.0","1.0","500.0","280.0","315.0","good strength, thermal properties, low weight, flexible post-processing possibilities"," often used material in automotive, aerospace and automation. Applications include housings, ductwork, engine parts, production tools and molds, both for prototyping and manufacturing purposes."
"17.535296595909177","98.30345090261312","198.45087703887242","PA 2201","PA Thermoplastic polymer","Plastic","48.0","15.0","700.0","380.0","580.0","contact with food, strength, rigidity, good chemical resistance",""
"129.7432576705335","37.257659300876696","100.48637282755888","TuskXC2700T","Resin","Plastic","47.0","11.0","2000.0","700.0","788.0","transparent material","It is suitable for strong, water-resistant prototypes with ABS- and PBT-like specifications (e.g. parts for water flow analysis and wind tunnel testing). Other applications include functional prototypes and high-end finished models. "
"114.80862835326823","192.4264279888958","125.40550646273658","Windform SP","PA Thermoplastic polymer reinforced","Plastic","76.1","11.38","700.0","380.0","580.0","Windform® SP is a carbon fiber reinforced composite polyamide material characterized by a dark black color. Windform® SP has excellent mechanical properties similar to Windform® XT 2.0, with the addition of increased resistance to shock, vibrations, and deformation. The material also shows increases in impact strength and elongation at break, as well as excellent thermal properties and resistance to high temperatures. Windform® SP is a material with optimal mechanical properties per density units. Windform® SP has waterproof properties, and is resistant to absorption of liquids and moisture","Windform® SP is a suitable material to create accurate and reliable prototypes, and is perfect for functional applications in Motorsports, Automotive (under the hood components such as intake manifolds) and Aerospace (components for UAV and UAS). It allows for fully functional applications, as well as dyno testing, and on track testing. It is recommended for all applications requiring resistance to impact, vibration, deformation, and high temperatures. These applications indicated are just an example. The versatility of the product combined with the technology used allows for endless possibilities. "
"67.99457168982003","98.36910832016042","104.38534024727404","In718","Nickel Alloy","Metal","1140.0","12.0","500.0","280.0","850.0","is a precipitation-hardenable nickel-chromium alloy combining good corrosion resistance at low and high
temperatures up to 100+0 °C. The alloy shows outstanding weldability including resistance to postweld cracking.
Furthermore, the material has excellent tensile, fatigue, creep and rupture strength at temperatures up to 700 °C.  High strength
 Good ductility
 Excellent mechanical properties up
 to 700 °C
 Excellent oxidation resistance","Aircraft engine components
 Rocket parts
 High-temperature environments
 Energy applications"
"145.50835644929222","195.46255293172857","174.85970253198528","ABS-ESD7","ABS Thermoplastic polymer","Plastic","36.0","","914.0","610.0","914.0","durable, electrostatic, dissipative material","electronic products with circuit boards, end-use components, industrial equipment,  jigs,  fixtures for the
assembly of electronic components"
"67.28156687094679","82.33091385492747","12.514672061646671","Alumide","PA Thermoplastic polymer reinforced","Hybrid","48.0","4.0","700.0","380.0","580.0","high rigidity, metallic appearance, very high temperature resistance, excellent dimensional stability at high temperatures",""
"116.81419604339591","157.9269290211784","89.71182675310597","Windform FR2","PA Thermoplastic polymer reinforced","Hybrid","36.14","2.68","700.0","380.0","580.0","Flame retardant material glass fiber filled; • Non-halogenated formulation; • Not electrically conductive material; • Good detail resolution; Smoother surface finish when compared to Windform FR1; • High accuracy for manufacturing; • Outstanding wear resistance; • Good temperature resistance.","Aeronautic and Aerospace applications; • Automotive parts (casings of electrical and electronic components, housing and enclosure assemblies) • Consumer goods (lighting, appliances) • Form, fit, or functional prototype"
"160.13211940241345","159.56551129829901","29.539696101390224","ABS-M30","ABS Thermoplastic polymer","Plastic","36.0","4.0","914.0","610.0","914.0","durability, smoother parts, finer feature details, opaque, color","realistic functional test, end-use components, jigs, fixtures, concept modeling, testing for form fit and function."
"71.48651414213411","64.19076794648308","186.95009349429478","EOS CaseHardeningSteel20MnCr5","Hardening Alloy","Metal","1250.0","10.0","250.0","250.0","270.0","good hardenability, good wear resistance, high surface hardness ",""
"10.490044186757208","104.4520651000588","38.01542524323824","ABS-ESD7","ABS Thermoplastic polymer","Plastic","36.0","","914.0","610.0","914.0","durable, electrostatic, dissipative material","electronic products with circuit boards, end-use components, industrial equipment,  jigs,  fixtures for the
assembly of electronic components"
"187.41726049008457","98.86092077123516","138.0662652996649","SS316L","Stainless Steel","Metal","510.0","25.0","250.0","250.0","280.0","highly corrosion-resistant, excellent strength, high ductility, good thermal properties","can be used for food-safe applications, machine components and production tools. Other applications include ductwork, durable prototypes, spare parts, medical instruments and wearables"
"145.3154493374739","186.4963535931951","38.74674849761293","A6061-RAM2","Aluminum Alloy","Metal","315.0","13.0","250.0","250.0","325.0","General purpose, excellent ductility, high strength, good thermal conductivity, good weldability ","electric fuel pump, automotive components"
"75.39055728643199","34.797039946593976","149.37524663011897","Pekk HT-23","PEEK Thermoplastic polymer","Hybrid","71.0","1.16","700.0","380.0","380.0","high-temperature performance, excellent mechanical proprties, excellent dielectric properties, fireproof, good chemical resistance"," long service life often used to make high-performance molded parts in industrial contexts, e.g. bearing cages, gearwheels and impellers in pumps and high-pressure systems, especially ones that come into contact with aggressive media. The medical field uses them as a biocompatible material to manufacture sterilizable medical devices or patient-specific implants. They are more cost-efficient than metal implants, and they also avoid some of the associated side-effects, such as sensitivity to the weather. The aerospace industry uses this inherently flame-retardant material as a substitute for metal in the interior and air conditioning systems."
"76.92380489071289","162.17825290394222","7.2929542924017765","ProtoGen White","Resin","Plastic","43.0","16.0","2000.0","700.0","788.0","resilient material, good surface quality, thermal properties"," is suitable for general purpose applications with ABS-like specifications. A resilient material with good surface quality and thermal properties, ProtoGen White is ideal for markets that demand accurate RTV (room temperature vulcanized) patterns, highly detailed parts and durable concept models. Applications include impellers, ductwork and connectors, automotive housings, dashboard assemblies and high-end finished models.

 
"
"146.74421683617004","197.18717222672205","126.66245203761235","Windform GT","PA Thermoplastic polymer reinforced","Hybrid","56.0","14.82","700.0","380.0","580.0","Windform® GT is a polyamide based glass fiber reinforced composite material with a dark black color. After hand polishing, the material is smooth with a deep lustrous finish. The Windform® GT is a flexible product in the Windform® family of materials for additive manufacturing, not only aesthetically, but also in terms of performance. Windform® GT combines the optimal characteristics of elasticity, ductility, and resistance to impact. Thus, it can be considered a highly valuable material in various racing and functional applications in regards to vibration and shock. The material’s superior values in regards to impact strength and elongation at break, combined with its tensile and flexural strength, make it ideal for applications where resistance to “damage” is a prerequisite in order to preserve internal components in the event of impact and/or improper use. Windform® GT is also a waterproof material, with resistance to the absorption of moisture and liquids. It is also very light with excellent mechanical properties per unit density. Windform® GT is a not electrically conductive material.","For automotive applications which require specific flexibility in the car and under the hood (such as snap fit components). It is also suitable for motorsports, air ducts, intake and cooling systems, hydraulic ducts in contact with liquids or oils, protective covers for sensors and for all applications that need flexibility and resistance to damage (for example: racing components near the ground).This material can also be used in medical field e.g. to manufacture tailor-made orthoses. These applications indicated are just an example. The versatility of the product combined with the technology used allows for endless possibilities."
"54.78276755357334","185.46299910836203","83.02693772732658","EOS AlSi10Mg","Aluminum Alloy","Metal","460.0","5.0","400.0","400.0","400.0","good strength, hardness, good dynamic properties, good thermal properties, low weight",""
"9.295702309494835","48.75510745127454","95.81121205088043","Agilus Shore A85","Resin","Plastic","8.0","60.0","490.0","390.0","200.0","flexible, rubber-like resins, translucent, vivid black, superior tear-resistance, elongation at break "," prototypes of rubber components like seals, non-slip surfaces, overmolding"
"81.84647443708135","59.29278929702932","60.12387078135861","Agilus Shore A60","Resin","Plastic","4.0","100.0","490.0","390.0","200.0","flexible, rubber-like resins, translucent, vivid black, superior tear-resistance, elongation at break "," prototypes of rubber components like seals, non-slip surfaces, overmolding"
"111.52902640758478","173.90298791351012","131.7632853246057","A2024-RAM10","Aluminum Alloy","Metal","455.0","2.0","250.0","250.0","325.0","metal matrix composite, ductility, toughness, strength, hardness, stiffness, wear resistance, ceramic reinforcing, thermal conductivity","structural components"
"20.19452930192791","139.66259359354032","6.771191961583134","AMCopper-100","Copper Alloy","Metal","210.0","8.0","250.0","250.0","325.0","thermal conductivity, electrical conductivity, good ductility, low magnetic permeability","heat exchangers, induction coils, complex bus bars"
"50.76787317213298","74.74302648611935","66.14486250110319","PA2241 FR","PA Thermoplastic polymer","Plastic","49.0","15.0","650.0","330.0","560.0","is a flame resistant material, long term stability, chemical resistance, high performance plastic","general"
"164.99034316661314","97.04485857097227","69.08635873565343","Vero","Resin","Plastic","50.0","10.0","490.0","390.0","200.0","rigid, opaque, high level of surface detail, multiple colors, general-purpose resins, ability to withstand bending",""
"162.6571456171791","50.74755220032365","44.353201080149795","PA 3200 GF","PA Thermoplastic polymer reinforced","Hybrid","51.0","9.0","700.0","380.0","580.0","high rigidity, good elongation at break, resistant to wear and tear, thermally resilient","used mostly in vehicle engines and molding material for deep-drawing tools."
"109.15723918025523","148.5012737500807","101.15273117855948","TuskXC2700T","Resin","Plastic","47.0","11.0","2000.0","700.0","788.0","transparent material","It is suitable for strong, water-resistant prototypes with ABS- and PBT-like specifications (e.g. parts for water flow analysis and wind tunnel testing). Other applications include functional prototypes and high-end finished models. "
"184.05426249459654","12.808895727176694","47.63152709730127","EOS Stainless Steel PH1","Stainless Steel","Metal","1440.0","13.0","250.0","250.0","270.0","corrosion resistance, excellent mechanical properties",""
"161.29542033995662","83.80328574403461","183.1170190538424","EOS Stainless Steel GP1","Stainless Steel","Metal","980.0","29.0","250.0","250.0","270.0","corrosion resistance, excellent mechanical properties, good ductility",""
"94.33333759076861","77.38641683389287","138.29436646934124","Ultrasint TPU 90A-01","TPU Thermoplastic polymer","Plastic","7.0","120.0","274.0","370.0","380.0","fully-functional, flexible material, high elongation at break, durable elasticity, good wear resistance, abrasion resistance, good shock absorption, rubber-like elasticity, wide range of temperatures, smooth surfaces, high detail",""
"181.12075761945653","199.20946422237216","150.40673641457906","TA 15","Titanium Alloy","Metal","1375.0","5.0","500.0","280.0","850.0","5 is a near-α titanium alloy containing aluminum and zirconium, off ering good weldability in combination with very
high strength and a thermally stable microstructure, even at operating temperatures ranging from 500 °C up to 800 °C for
short period of times. Applications often include heavily loaded components such as frames and other structural parts. High specifi c strength
 Good weldability
 Thermal stability at high
 temperatures","Aerospace
 Automotive
 Research & Prototyping"
